일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"2020/12/28","333500","-14000","-4.03","349500","360000","324000","7295632","2493305878500","45021767967500","134997805"
"2020/12/24","347500","-7500","-2.11","355500","358000","343500","2076258","725488573500","46911737237500","134997805"
"2020/12/23","355000","-4000","-1.11","364000","366000","354000","1425317","513070300000","47924220775000","134997805"
"2020/12/22","359000","-8000","-2.18","368000","371000","359000","1358477","494741796000","48464211995000","134997805"
"2020/12/21","367000","11000","3.09","361000","372500","356500","2005754","734276365000","49544194435000","134997805"
"2020/12/18","356000","4500","1.28","353000","357500","351000","921874","326991213500","48059218580000","134997805"
"2020/12/17","351500","-2000","-0.57","348500","356500","346500","910608","320669207500","47451728457500","134997805"
"2020/12/16","353500","-6500","-1.81","364000","365000","352500","1265904","450836161500","47721724067500","134997805"
"2020/12/15","360000","2500","0.70","360000","362000","341500","2434131","856013207500","48599209800000","134997805"
"2020/12/14","357500","-3500","-0.97","366500","370500","350000","1676174","606724350000","48261715287500","134997805"
"2020/12/11","361000","1000","0.28","373500","373500","360500","1116272","407266028500","48734207605000","134997805"
"2020/12/10","360000","6500","1.84","344500","368500","344000","2056690","736109205500","48599209800000","134997805"
"2020/12/09","353500","3500","1.00","352000","364500","327000","3599378","1258969598500","47721724067500","134997805"
"2020/12/08","350000","-53500","-13.26","396000","402500","347000","4600980","1728913283500","47249231750000","134997805"
"2020/12/07","403500","23500","6.18","396500","403500","380000","3465337","1368063123000","54471614317500","134997805"
"2020/12/04","380000","29000","8.26","356000","385500","355500","4734606","1772620252500","51299165900000","134997805"
"2020/12/03","351000","4000","1.15","345000","359500","343000","1704361","599930726000","47384229555000","134997805"
"2020/12/02","347000","3000","0.87","345500","348000","341000","1148553","395625059000","46844238335000","134997805"
"2020/12/01","344000","4000","1.18","346000","351500","338000","1242970","427934021000","46439244920000","134997805"
"2020/11/30","340000","6000","1.80","337500","355500","337000","3062017","1062364869000","45899253700000","134997805"
"2020/11/27","334000","4500","1.37","329500","336000","329000","1327381","441606355500","45089266870000","134997805"
"2020/11/26","329500","-500","-0.15","335000","338000","323000","2778746","917557208000","44481776747500","134997805"
"2020/11/25","330000","28500","9.45","304000","376000","303500","10726012","3611378939500","44549275650000","134997805"
"2020/11/24","301500","500","0.17","305000","305000","298000","846027","255066351000","40701838207500","134997805"
"2020/11/23","301000","4500","1.52","300000","304000","298500","980542","296037302500","40634339305000","134997805"
"2020/11/20","296500","2500","0.85","293500","297500","293000","534421","157973491500","40026849182500","134997805"
"2020/11/19","294000","3000","1.03","299000","301000","292500","1008419","298572852000","39689354670000","134997805"
"2020/11/18","291000","5000","1.75","287500","293000","285000","633875","184230725000","39284361255000","134997805"
"2020/11/17","286000","-2500","-0.87","286500","293000","282500","917309","263538559000","38609372230000","134997805"
"2020/11/16","288500","-1500","-0.52","291000","294500","288000","590641","171449480500","38945693413000","134993738"
"2020/11/13","290000","-2000","-0.68","289500","294500","283500","832467","240399527000","39148184020000","134993738"
"2020/11/12","292000","-4500","-1.52","295000","296500","289000","1024919","299447289500","39418171496000","134993738"
"2020/11/11","296500","20000","7.23","277000","301000","275500","2765598","808829956500","40025643317000","134993738"
"2020/11/10","276500","-8500","-2.98","283500","285500","276000","1046021","292382871000","37325768557000","134993738"
"2020/11/09","285000","7500","2.70","282500","288000","281500","886316","252385536000","38473215330000","134993738"
"2020/11/06","277500","5500","2.02","274500","284000","270500","1189737","330051904500","37460762295000","134993738"
"2020/11/05","272000","1500","0.55","273000","274000","266500","965754","261672821000","36718296736000","134993738"
"2020/11/04","270500","11500","4.44","263000","271000","260000","1326699","353481703500","36515806129000","134993738"
